"year","region","life_expectancy_log_zscore","mortality_log_zscore","gdp_log_zscore","schooling_log_zscore"
2007,"Oceania","0.983301077714047","-0.2861539710517235","0.11245420694024613","1.7942492774247631"
2022,"Europe","1.150157044572101","-0.452646870605423","1.7087684736165918","0.9944693544709867"
2021,"Europe","1.1419121022726197","-0.43870487850855305","1.794687456512206","0.9944693544709867"
2020,"Europe","1.1171157337600013","-0.4114436676980443","-0.6126329053797334","0.9538462385676217"
2019,"Europe","1.6654710651607636","-2.487653723125276","1.7627787751481259","0.9538462385676217"
2018,"Europe","1.6654710651607636","-0.34665176673954057","1.7926527343627163","0.9538462385676217"
2017,"Europe","1.3530609134826672","-0.32196964951717966","1.7440118756682719","0.8919307153848397"
2016,"Europe","1.1912312227325583","-0.29793713768886115","1.755244183679871","0.8710240097578686"
2015,"Europe","1.3530609134826672","-0.3098743370064965","1.7953398244032952","0.8287973059718325"
2014,"Europe","1.1088301006478576","-2.3657151595761228","1.7432020466145313","0.849980009438812"
2013,"Europe","1.0085955534948112","-0.2516901547786267","-0.7312957674887113","0.8074736493894159"
2012,"Europe","0.9748485848954856","-0.20767282716601404","1.6382358787172735","0.7860073580465698"
2013,"Europe","0.6720977104410325","0.0523436880882534","0.9928848606686579","0.5630575645831812"
2012,"Europe","0.6098741570804668","0.07627124241468539","-0.19204354112190683","0.49303635454008143"
2011,"Europe","0.6277115141021754","0.06038940307923371","0.8901047220899861","0.4214529789653463"
2010,"Europe","0.5650734074223075","0.12232382772031863","-0.4275801339650054","0.3234548019700619"
2009,"Europe","0.5740580469998613","0.1371726547915774","-0.5253472472621968","0.24794124394330694"
2008,"Europe","0.5830299982567702","0.15178389040991128","0.5817739781275946","0.17060766398858632"
2007,"Europe","0.5650734074223075","0.15900276392534068","0.5477578795082133","0.14440997932857705"
2022,"Europe","1.4325364823978888","-0.6564177111374533","0.16045796295586706","0.6541045482074543"
2021,"Europe","1.2726335187286582","-0.6390232281827081","0.23550993775366666","0.5860626709323508"
2020,"Europe","1.1088301006478576","-0.6219538948643565","0.247620355457333","0.5398865760812859"
2019,"Europe","1.025405335973821","-0.5887435897615487","1.4902262599108822","0.5398865760812859"
2018,"Europe","1.000174214356823","-0.5725806413753421","1.547348298887127","0.5398865760812859"
2017,"Europe","0.983301077714047","-0.541088460474884","0.4130478830612739","0.7207336879153307"
2016,"Europe","0.9663854400720907","-2.628421463944968","0.3216616735070209","0.6089040378599785"
2015,"Europe","0.949426439045156","-0.49579738966299847","0.3727061932252638","0.5165468473937974"
2014,"Europe","0.9324251521870323","-0.4811861540446646","1.5331881097637023","0.4693521252410528"
2013,"Europe","0.9239083412454439","-0.4668050262123955","1.456462962792715","0.445491802727249"
2012,"Europe","0.9153800644390437","-0.452646870605423","1.419067593872202","0.4693521252410528"
2011,"Europe","0.9068415954976679","-0.452646870605423","1.389004160096653","0.445491802727249"
2010,"Europe","0.898292256612256","-0.43870487850855305","0.14200503888750035","0.3482363814565218"
2009,"Europe","0.8897320200714414","-0.4114436676980443","1.1870956051465686","0.22236980585393698"
2022,"Europe","1.5110824911767629","-0.3720195853225721","0.5888241703364566","1.5996937587557154"
2021,"Europe","1.3530609134826672","-0.34665176673954057","1.8988324080972268","1.5996937587557154"
2020,"Europe","1.1088301006478576","-0.32196964951717966","1.8882065580731644","1.515013748777204"
2019,"Europe","1.025405335973821","-0.3098743370064965","0.6405530144849054","1.4631118328767732"
2018,"Europe","1.000174214356823","-0.2745209125342903","1.8930769177324605","1.1902121139954212"
2017,"Europe","0.9579109694428336","-0.21847984967581896","0.639007543128353","1.1711663687288467"
2016,"Europe","0.9324251521870323","-0.19699220547918964","1.8612184420848725","1.1711663687288467"
2015,"Europe","0.9239083412454439","-0.17599857413970746","1.9147514048384782","1.1711663687288467"
2014,"Europe","0.8897320200714414","-0.12553364957726867","1.8641816115710108","1.1520072829358567"
2013,"Europe","0.8639849897771896","-0.12553364957726867","0.5799458620272198","1.1902121139954212"
